Custid,Dayswus,Age,Educ,Income,Kidhome,Teenhome,Freq,Recency,Monetary,LTV,Perdeal,Dryred,Sweetred,Drywh,Sweetwh,Dessert,Exotic,WebPurchase,WebVisit,Access
5664,1093,74,15,114715,0,0,42,95,2231,747,2,22,2,56,10,9,1,15,3,2
5665,996,78,16,103906,0,0,31,74,1541,886,2,46,12,33,6,4,3,9,2,0
5666,902,64,19,92296,0,0,32,68,1605,865,1,62,5,26,0,7,14,21,4,2
5667,696,73,16,110346,0,0,36,56,1852,594,1,25,3,43,15,14,23,15,2,2
5668,743,63,18,91601,0,1,14,67,486,104,20,70,2,23,5,0,4,44,4,0
5669,968,61,16,83531,0,1,19,68,763,318,7,57,5,29,6,2,33,26,3,0
5670,1174,62,15,84589,0,1,22,9,951,226,18,47,3,38,7,5,25,23,3,0
5671,923,67,19,76953,0,0,21,39,892,383,4,61,2,29,3,6,3,23,4,0
5672,824,62,19,83455,0,1,14,12,488,52,32,56,3,28,5,8,6,45,5,0
5673,724,72,16,106179,0,0,31,67,1540,473,1,14,29,24,16,17,4,12,1,0
5674,1139,20,14,25165,1,0,3,98,47,-7,86,6,29,24,40,1,48,52,7,0
5675,615,26,16,41259,1,0,4,65,40,-5,61,45,12,26,13,4,23,39,3,0
5676,846,56,20,80654,0,1,22,81,951,223,17,67,5,25,1,2,8,28,5,0
5677,1103,19,13,23704,1,0,5,58,79,-11,83,5,30,37,2,26,20,56,8,0
5678,561,49,18,77271,1,1,14,52,486,-9,53,94,1,5,0,0,2,57,7,1
5679,897,78,18,99452,0,0,30,52,1470,472,3,78,0,20,1,0,0,11,1,0
5680,740,62,15,89696,0,1,18,12,714,166,15,50,5,38,3,4,2,34,5,0
5681,800,54,19,74027,1,1,13,11,443,-86,72,94,0,6,0,0,1,45,7,1
5682,629,53,17,73306,1,1,6,45,152,31,33,72,0,20,4,4,12,53,6,0
5683,1073,19,13,33364,1,0,1,252,20,0,45,9,19,50,7,15,13,56,7,0
5684,1073,68,19,87501,0,0,30,43,1468,749,7,55,10,26,2,8,2,16,3,0
5685,658,65,16,98133,0,0,29,21,1411,513,2,22,7,51,2,18,1,12,2,0
5686,689,49,16,57814,1,1,5,18,73,-25,79,78,1,8,6,7,21,34,2,0
5687,833,28,20,38620,1,0,3,96,64,2,45,50,6,31,2,11,11,60,7,0
5688,709,62,19,93073,0,1,23,50,1028,258,10,73,7,17,1,1,2,25,2,0
5689,560,66,15,100943,0,0,14,0,486,228,2,19,11,49,10,10,21,12,1,0
5690,985,61,18,87274,0,1,21,45,894,198,15,81,2,13,1,3,1,23,4,0
5691,841,43,15,73078,1,1,6,0,152,-15,63,42,4,38,7,9,15,38,4,0
5692,848,78,17,113683,0,0,34,8,1730,811,1,37,10,38,7,7,36,15,2,2
5693,914,54,16,63254,0,1,12,98,394,59,28,78,1,17,3,0,14,62,8,0
5694,709,66,19,90301,0,0,26,39,1205,505,2,72,4,22,1,1,9,14,2,0
5695,909,28,15,48865,1,0,11,75,341,17,42,50,4,35,2,9,29,69,9,1
5696,1153,35,16,51997,1,1,3,92,50,-17,86,69,2,28,0,1,11,55,8,0
5697,697,54,15,78855,0,0,9,4,255,75,9,58,3,32,5,2,47,51,5,0
5698,1032,38,14,54807,1,1,2,94,40,-3,60,39,3,46,6,7,12,51,5,0
5699,680,63,20,103193,0,1,18,57,719,304,5,81,1,17,1,1,6,20,2,2
5700,734,73,14,108058,0,0,29,0,1409,787,1,32,18,38,4,7,18,16,1,0
5701,952,77,16,123567,0,1,44,92,2351,1126,1,64,2,29,0,4,1,46,7,1
5702,995,67,19,94787,0,0,35,71,1790,703,2,65,4,28,0,2,6,19,4,2
5703,904,38,15,48097,1,1,2,25,33,-5,66,41,8,38,4,9,11,59,7,0
5704,955,56,19,85721,1,1,17,63,654,65,42,69,9,16,5,2,18,51,6,0
5705,921,42,19,63382,1,1,12,67,387,49,38,74,1,23,1,1,21,34,3,1
5706,873,60,19,103793,0,1,29,73,1407,718,5,72,2,23,1,3,15,33,4,1
5707,584,57,16,86296,1,0,19,47,778,151,19,39,0,36,6,19,2,43,6,0
5708,604,26,19,49867,1,0,3,14,48,-2,57,41,7,41,6,4,8,65,7,0
5709,1222,41,19,59509,1,1,4,80,89,-12,67,64,6,22,4,4,10,49,5,0
5710,1246,23,14,43509,0,0,14,32,490,117,15,13,31,28,24,4,11,31,5,0
5711,947,37,17,44243,1,1,3,81,43,-10,90,75,5,18,2,1,40,53,6,0
5712,661,64,16,96397,0,0,21,52,893,530,2,70,4,19,5,2,4,17,1,2
5713,633,31,15,60738,1,0,3,21,48,4,34,25,3,44,15,12,25,61,6,0
5714,655,48,17,53865,1,1,5,5,88,-20,76,74,6,16,1,3,8,55,6,0
5715,680,26,14,59566,1,0,13,39,433,32,37,14,16,47,19,5,49,48,6,0
5716,1092,55,17,78790,0,1,21,35,900,289,18,67,4,24,2,3,28,31,5,1
5717,1100,20,14,41982,1,0,6,25,148,-2,54,30,27,28,2,13,55,67,8,1
5718,672,76,18,121041,0,0,40,54,2103,1161,1,36,9,45,7,3,3,15,2,1
5719,801,34,19,40738,1,0,3,63,46,1,45,51,4,40,3,2,7,65,7,0
5720,1168,23,15,38535,1,1,5,1,60,-21,84,37,8,30,20,5,18,52,7,0
5721,907,48,17,66348,0,1,20,30,830,176,20,84,0,14,0,1,15,54,8,0
5722,809,19,13,16760,1,0,3,48,26,-3,79,14,39,33,9,5,57,59,7,0
5723,1019,66,15,85436,0,1,20,39,822,442,6,38,9,35,13,5,7,52,6,0
5724,1091,55,17,77800,0,1,21,5,897,204,18,55,3,23,10,9,9,38,6,0
5725,1211,76,15,118175,0,0,50,52,2705,1232,1,42,8,36,12,2,3,4,1,3
5726,1121,62,15,75620,0,0,22,52,959,325,6,27,11,25,19,18,1,30,4,0
5727,678,27,16,40463,1,0,2,62,28,3,37,33,17,44,4,2,24,66,6,0
5728,1083,61,14,82147,0,1,15,83,534,114,18,31,24,17,21,6,56,33,4,0
5729,692,43,16,50262,1,0,4,82,74,10,32,46,9,29,11,6,12,44,6,0
5730,652,20,14,26355,1,0,3,71,35,0,52,9,22,32,7,30,21,55,6,0
5731,904,28,14,50451,1,0,6,20,149,4,46,28,16,44,1,11,20,62,8,0
5732,614,29,20,21198,1,0,2,84,20,-1,55,36,6,44,7,7,21,70,7,0
5733,554,55,17,76364,0,1,16,28,604,125,22,63,6,21,9,1,5,35,5,0
5734,1121,52,20,84685,0,1,26,10,1214,512,8,76,1,21,1,1,10,52,8,0
5735,621,44,17,73054,1,1,3,78,64,3,43,65,0,27,4,4,21,61,6,0
5736,605,64,15,95999,1,1,14,17,488,149,25,60,7,14,14,5,18,47,5,0
5737,1151,57,16,94077,0,1,23,69,1014,408,8,61,2,27,0,10,21,30,3,0
5738,934,47,17,76715,1,0,13,83,436,123,27,44,13,32,9,2,23,33,4,0
5739,1098,71,18,102553,0,0,38,13,1978,1012,4,30,1,63,3,2,1,12,3,0
5740,597,72,17,109116,0,0,28,15,1339,453,0,70,4,15,3,8,15,16,1,1
5741,943,40,17,68799,1,1,12,67,388,-16,56,63,8,22,0,7,20,45,6,1
5742,837,35,20,46932,1,1,2,99,15,-7,89,71,2,25,1,1,18,56,4,0
5743,678,66,19,92726,0,0,16,3,588,270,4,32,11,42,15,0,3,23,2,0
5744,569,47,15,51308,0,1,3,66,56,4,40,66,6,25,2,1,3,42,4,0
5745,1101,55,19,75412,0,1,13,46,445,79,21,51,5,30,7,7,7,31,4,0
5746,586,22,16,21757,1,1,1,26,6,-2,93,26,22,12,34,6,39,46,2,0
5747,612,49,15,65499,0,1,2,93,40,10,28,67,4,23,1,5,8,47,4,0
5748,1246,68,14,101186,0,0,45,21,2410,998,2,32,21,39,7,0,12,9,3,1
5749,1028,63,18,73748,0,1,25,21,1143,298,11,69,1,19,4,7,0,17,4,1
5750,862,66,20,98824,0,0,24,66,1087,593,4,64,3,29,1,2,1,14,2,0
5751,666,25,19,37953,1,0,4,37,42,4,32,48,14,37,1,1,10,71,7,0
5752,587,72,19,108067,0,0,30,43,1465,871,2,78,2,17,2,2,1,15,2,2
5753,1213,75,18,98331,0,0,29,81,1411,720,1,35,17,31,11,6,20,23,3,0
5754,1009,58,16,81941,0,1,27,47,1280,275,15,44,6,30,5,15,7,21,4,0
5755,1014,39,19,38814,1,1,5,84,62,-27,92,85,1,12,2,1,5,50,6,0
5756,1134,32,19,48816,1,0,5,56,118,0,50,25,4,61,9,1,11,69,8,0
5757,790,29,14,39392,1,1,2,19,20,-5,82,39,24,25,7,5,7,74,9,0
5758,731,46,15,69612,0,0,12,88,385,159,10,42,3,32,10,13,6,44,5,0
5759,1036,60,19,74793,0,1,15,77,536,191,12,73,1,20,2,3,3,23,3,0
5760,882,39,17,27061,1,1,2,14,18,-5,95,54,2,41,0,3,12,57,7,0
5761,1152,64,14,91087,0,1,25,54,1152,215,19,70,7,14,8,1,28,38,6,0
5762,780,23,17,49457,1,0,2,96,30,2,37,12,20,43,23,2,32,52,4,0
5763,1239,36,20,46467,0,0,19,9,776,240,13,75,1,22,1,1,3,48,9,0
5764,641,32,14,51654,1,1,3,60,48,-8,76,16,21,36,14,13,29,73,7,0
5765,653,31,19,39295,1,1,2,87,26,-5,85,75,2,20,2,2,3,75,8,0
5766,1189,65,16,104824,0,0,39,87,2045,867,2,36,8,40,8,8,3,10,2,1
5767,953,77,19,120915,0,0,34,98,1724,624,1,57,1,39,1,2,3,17,2,1
5768,572,46,19,69542,0,1,8,48,225,35,29,84,1,13,1,1,18,36,4,0
5769,1224,69,18,100747,0,1,30,2,1466,280,19,47,10,31,10,2,4,57,8,0
5770,557,72,15,94596,0,0,19,4,764,249,3,29,22,37,8,4,19,20,1,0
5771,681,66,15,111385,0,0,30,3,1465,669,0,28,20,29,9,14,11,16,2,0
5772,1173,26,18,28937,1,0,3,50,42,-6,76,29,6,51,10,4,41,67,8,0
5773,774,20,14,23376,1,0,1,442,12,-1,69,18,18,34,27,3,33,59,7,0
5774,885,71,14,96398,0,0,24,87,1077,452,2,15,10,24,43,9,35,8,0,0
5775,1054,60,19,91251,0,1,21,25,897,311,9,55,12,30,1,2,3,23,3,0
5776,667,64,18,103251,0,1,19,56,768,208,6,43,10,25,11,12,33,25,2,0
5777,1153,58,18,108152,0,1,31,9,1534,572,7,52,4,28,14,2,6,24,4,0
5778,1092,62,15,94413,1,0,24,23,1085,249,18,41,32,13,7,7,10,29,5,0
5779,881,72,17,109318,0,0,22,24,958,543,1,32,8,41,10,9,4,12,1,0
5780,741,61,16,84534,0,1,14,2,489,206,10,52,11,26,7,4,3,36,4,0
5781,1141,58,18,83632,0,1,22,15,964,294,23,79,3,14,2,1,6,31,6,0
5782,874,25,14,28142,1,1,1,263,9,-2,91,19,13,53,1,14,7,62,6,0
5783,973,55,18,76384,0,1,9,9,262,61,25,47,3,34,11,5,11,30,3,0
5784,643,22,16,32740,1,0,1,533,10,1,37,14,11,28,31,16,89,58,5,0
5785,852,70,16,104961,0,0,32,65,1602,621,1,36,3,47,6,7,10,10,2,1
5786,1152,34,15,57811,1,0,7,77,185,-1,51,16,1,40,17,26,38,50,7,0
5787,719,60,20,87098,0,1,15,0,541,130,20,71,0,19,3,6,1,40,4,0
5788,1080,45,18,68989,0,1,9,20,255,81,22,74,1,20,3,3,37,39,4,0
5789,791,30,18,29574,0,1,5,93,76,-1,52,62,2,30,0,6,1,53,7,0
5790,1105,78,16,120132,1,1,37,86,1923,503,18,76,1,15,7,1,2,41,8,1
5791,1063,31,17,30751,1,0,3,100,36,-5,72,35,10,41,6,9,6,64,7,0
5792,586,36,16,63236,1,1,2,43,40,-4,66,76,1,16,3,4,11,60,7,0
5793,902,34,16,60265,1,0,7,12,185,21,27,65,1,24,9,1,8,66,9,1
5794,763,74,16,106944,0,0,36,96,1854,1048,1,31,5,54,1,9,5,26,5,0
5795,844,74,18,105917,0,0,33,97,1664,725,1,58,3,37,0,2,27,15,2,2
5796,566,40,17,51426,0,1,2,73,41,5,33,33,11,30,11,15,23,42,4,0
5797,727,31,18,44241,1,0,1,290,14,0,51,66,4,22,5,3,32,57,6,1
5798,593,59,18,102685,1,1,15,93,541,137,27,65,9,18,1,7,14,40,4,0
5799,639,26,18,39390,1,0,4,47,46,0,49,39,7,40,6,9,41,70,7,0
5800,1004,40,19,62945,1,1,1,0,19,-3,80,78,0,18,0,3,34,57,8,0
5801,1222,28,18,42030,1,1,14,60,492,-111,85,63,1,28,3,5,13,68,9,0
5802,939,40,18,48134,1,1,3,85,65,-13,67,86,1,13,0,0,5,65,9,0
5803,664,67,19,97567,0,0,29,64,1401,418,2,55,4,37,2,2,0,10,1,0
5804,599,49,19,68866,0,1,7,81,186,65,17,82,2,12,1,3,4,53,5,0
5805,985,30,18,39986,1,0,3,96,65,6,34,59,3,31,7,0,39,44,6,0
5806,967,25,19,44605,1,0,6,32,148,15,28,52,7,38,2,1,16,67,8,0
5807,927,18,12,18738,1,0,1,160,10,-1,80,9,23,15,40,13,91,60,6,0
5808,889,23,14,54718,0,0,12,32,383,65,7,9,3,36,36,16,12,64,8,0
5809,788,74,15,120794,0,0,33,77,1667,581,0,35,6,38,13,7,14,22,2,2
5810,859,41,16,64639,1,0,7,40,187,1,49,89,0,10,0,0,4,50,6,0
5811,1096,30,16,40371,1,0,2,13,37,3,41,28,11,39,10,12,5,65,8,0
5812,809,42,14,64100,1,1,10,44,296,-24,57,61,0,32,5,2,19,55,8,0
5813,995,64,18,100308,0,1,32,1,1597,459,10,42,15,23,4,16,9,53,8,0
5814,679,41,17,50430,1,1,1,339,19,-3,62,52,3,42,2,1,10,61,6,0
5815,871,21,15,51352,0,0,11,56,337,81,9,3,25,39,31,2,19,52,7,0
5816,873,71,19,113252,1,0,32,22,1604,459,3,69,6,21,2,3,2,31,4,0
5817,854,52,16,73151,0,1,14,36,488,100,29,92,0,8,0,0,5,53,7,2
5818,1038,44,18,82536,1,1,17,95,646,80,35,59,3,35,1,2,2,52,7,0
5819,781,24,16,28676,1,0,4,61,36,-4,64,39,8,17,28,8,32,40,4,0
5820,1218,72,15,102798,0,0,34,6,1734,544,4,57,4,30,6,3,9,12,2,1
5821,931,53,17,65554,0,1,9,17,258,83,22,87,1,10,2,0,43,52,6,0
5822,1240,47,14,75579,0,1,19,39,775,151,32,75,1,19,3,2,8,50,8,1
5823,1177,32,16,39531,1,0,5,45,80,-3,57,42,8,35,9,6,27,61,8,0
5824,807,65,17,69168,0,0,10,88,301,139,3,33,9,34,7,16,2,16,1,0
5825,848,61,18,86006,0,1,17,94,654,143,27,64,1,25,4,6,27,46,6,1
5826,555,71,14,119101,0,0,37,83,1923,1158,0,44,7,36,5,8,1,13,1,2
5827,574,25,19,38352,1,1,1,516,12,-3,89,71,1,27,1,0,16,68,8,1
5828,1114,34,16,57188,1,1,1,222,15,-1,69,23,11,30,28,9,28,65,7,0
5829,740,23,17,42108,1,0,1,37,20,0,50,21,21,36,17,5,29,69,8,0
5830,984,42,18,54824,1,0,4,22,51,3,45,81,0,16,1,2,10,53,6,0
5831,1018,29,18,47149,1,0,3,98,65,1,49,33,2,50,2,13,10,47,6,0
5832,577,18,12,35657,1,0,1,547,10,0,50,11,32,14,40,3,14,65,6,0
5833,820,22,14,29501,1,0,5,28,69,-7,78,15,1,47,19,19,41,72,9,0
5834,1171,77,16,104030,0,0,47,80,2526,1325,1,44,3,44,3,6,2,11,4,1
5835,1053,42,17,47712,1,1,2,95,41,-9,81,82,1,11,2,4,3,46,7,0
5836,828,61,20,89237,0,1,24,80,1076,321,7,91,0,8,0,0,6,31,5,1
5837,1013,76,18,122287,0,0,40,41,2102,1253,0,84,3,10,1,2,2,35,4,3
5838,769,78,19,112823,0,0,33,96,1670,614,1,41,6,48,1,4,0,19,2,1
5839,936,63,15,93854,0,0,24,6,1088,305,3,46,18,26,1,10,5,27,4,0
5840,1040,70,15,106833,0,0,33,23,1669,989,3,45,5,37,7,5,1,13,2,0
5841,631,35,17,48240,0,1,4,25,63,-1,53,44,13,37,2,4,8,29,3,0
5842,1086,63,17,100036,0,1,27,74,1285,335,8,72,5,14,8,1,6,33,5,0
5843,761,48,19,68968,0,0,15,82,542,232,6,58,2,24,7,9,22,27,3,0
5844,1074,30,18,34901,1,0,2,41,29,-3,66,50,9,38,2,0,32,65,8,0
5845,1003,64,17,95084,0,1,18,57,712,339,9,64,9,16,8,2,17,25,4,0
5846,1000,26,18,21829,1,1,3,89,38,-18,94,67,12,15,6,0,45,50,8,0
5847,1085,21,15,23381,1,0,1,260,19,-2,69,22,1,37,24,17,11,66,9,0
5848,774,60,19,66029,0,1,4,73,73,10,36,72,1,21,3,3,10,28,3,0
5849,1101,25,17,40496,1,1,3,33,38,-9,91,40,2,34,15,10,19,55,7,0
5850,912,67,19,109429,0,0,36,67,1854,588,2,48,3,37,7,5,7,9,1,0
5851,822,26,19,19928,1,0,2,43,22,-3,79,77,1,20,0,1,23,64,7,0
5852,635,24,18,37388,0,0,2,10,33,5,12,17,14,21,23,26,15,62,7,0
5853,1196,76,14,108992,0,1,30,21,1470,428,3,11,5,37,2,46,17,16,2,0
5854,1183,42,19,63077,0,1,6,24,151,5,45,62,5,27,6,0,9,67,8,0
5855,1172,20,14,41918,1,0,2,95,42,-6,85,6,34,17,3,40,86,61,8,0
5856,813,59,17,85452,0,1,17,0,654,160,23,42,5,34,12,7,3,39,5,0
5857,1004,73,19,97033,0,0,30,42,1469,524,3,69,2,28,1,0,1,14,3,0
5858,1027,37,16,43828,1,1,2,28,41,-6,67,55,6,31,2,6,13,27,4,0
5859,748,35,19,52852,1,1,2,74,24,-7,85,66,5,24,2,3,19,52,5,0
5860,1056,63,15,81887,0,0,31,25,1542,789,4,55,10,21,10,4,63,31,6,1
5861,1097,61,17,94817,0,1,24,66,1080,282,7,36,11,35,7,11,37,41,5,0
5862,1103,46,14,46248,0,1,5,65,122,21,33,62,5,25,5,3,6,53,7,0
5863,1118,21,15,33866,0,1,2,13,27,-9,85,21,18,27,8,26,42,41,6,0
5864,896,72,20,115962,0,0,31,5,1535,800,1,46,1,48,4,1,1,17,2,0
5865,827,54,16,68612,0,1,9,13,257,23,37,76,3,19,1,1,3,58,7,0
5866,1125,52,19,70151,0,1,22,63,951,226,10,83,0,15,1,1,4,56,8,0
5867,695,68,18,93603,0,0,15,17,550,237,7,32,6,43,9,10,4,11,1,0
5868,1222,54,17,85079,1,1,17,54,644,56,38,84,4,8,1,4,10,46,6,0
5869,799,67,15,93733,0,1,21,85,899,253,4,27,9,30,13,21,10,50,6,0
5870,1182,59,16,84507,0,1,20,78,840,193,18,68,6,17,3,6,19,20,2,0
5871,570,56,16,83450,0,0,15,25,543,247,2,76,5,16,1,2,17,30,3,1
5872,618,40,19,59573,1,0,12,83,386,93,23,59,1,26,7,7,4,26,4,1
5873,911,35,15,41873,1,0,2,30,26,-2,59,24,16,37,17,6,12,55,5,0
5874,1217,54,15,74213,0,0,15,24,537,198,12,39,9,22,18,12,38,42,5,0
5875,1181,26,16,44792,1,0,1,165,19,0,53,38,3,47,6,6,3,63,8,0
5876,1169,52,14,78443,1,1,21,73,902,0,50,88,1,10,0,1,8,53,7,3
5877,978,50,18,52135,0,1,2,60,33,6,23,89,0,9,1,1,8,56,5,0
5878,861,66,18,96443,0,0,30,14,1468,530,2,45,2,39,12,1,4,10,1,0
5879,734,28,15,31968,1,0,5,68,44,-3,60,34,4,49,4,8,57,64,7,0
5880,724,23,15,47910,0,0,3,42,65,14,9,28,8,53,4,7,43,66,8,1
5881,1218,21,15,29949,1,0,3,5,38,-3,67,10,17,17,24,33,30,54,7,0
5882,1111,40,19,49592,1,1,1,226,19,-6,76,84,1,14,0,1,22,43,5,0
5883,849,68,17,112137,0,0,34,61,1727,559,1,62,0,32,3,2,9,28,4,2
5884,583,22,16,25844,0,0,4,26,42,0,52,16,12,24,23,25,49,66,7,0
5885,803,27,16,45800,1,0,2,81,38,-3,64,43,10,40,3,5,30,61,7,0
5886,797,70,16,101012,0,0,43,46,2286,838,1,61,1,31,3,4,8,21,5,2
5887,1139,24,16,31156,0,0,5,18,85,10,26,3,22,44,22,9,28,64,8,0
5888,881,65,17,111506,0,0,38,84,1984,935,1,46,8,31,5,10,3,12,2,2
5889,894,30,16,23999,1,0,2,67,22,-1,58,31,8,45,0,16,4,68,7,0
5890,554,30,20,49782,1,0,2,78,36,-3,66,70,0,28,1,1,3,71,8,0
5891,1035,58,18,109154,0,1,33,40,1665,512,3,34,4,28,11,23,15,33,4,0
5892,1178,30,17,41534,1,0,10,73,294,5,47,50,0,26,14,10,25,73,9,0
5893,866,32,16,53971,1,0,1,495,16,0,48,33,5,51,10,1,4,46,4,0
5894,1158,46,14,64108,0,1,22,76,947,202,18,84,1,12,3,0,7,54,8,1
5895,996,51,15,54871,0,1,3,98,64,10,30,70,4,18,2,6,11,45,5,0
5896,703,46,19,57862,1,1,2,72,40,-6,67,61,7,26,5,0,3,42,5,0
5897,680,69,19,117422,0,0,38,14,1979,849,1,46,2,42,1,8,2,18,2,2
5898,890,68,18,109307,0,0,40,21,2104,1100,1,49,3,41,3,4,3,7,1,0
5899,941,61,15,112261,0,1,27,56,1268,420,2,17,5,40,14,24,15,28,3,0
5900,872,76,15,110072,0,0,35,2,1794,859,2,34,4,54,4,4,1,19,3,1
5901,602,27,16,35938,1,0,1,117,19,1,45,22,9,62,4,3,10,56,7,0
5902,1017,19,13,39205,0,0,7,21,184,16,28,6,65,7,6,15,74,57,7,0
5903,760,54,15,70112,0,1,6,24,148,39,20,76,4,8,3,9,11,48,5,0
5904,1114,46,19,73679,0,1,21,81,897,443,9,92,1,6,1,0,27,39,6,0
5905,1160,65,15,86531,0,0,27,67,1275,464,3,31,19,25,5,20,10,13,2,0
5906,1210,62,16,90831,0,1,17,89,644,155,13,49,2,33,9,6,6,37,5,0
5907,559,35,17,66821,1,1,3,68,66,-16,75,82,0,16,1,1,4,48,5,1
5908,1048,65,19,103633,0,0,27,99,1281,386,3,43,5,27,14,11,29,11,1,0
5909,642,19,13,24524,1,0,4,2,44,-3,62,17,24,30,28,1,11,72,8,0
5910,759,64,17,77695,0,1,9,27,259,112,11,71,6,15,1,7,1,20,2,0
5911,825,28,16,42000,1,0,2,47,40,-2,57,29,1,48,20,2,32,58,8,0
5912,1004,63,16,97502,0,0,31,73,1528,443,4,55,9,25,8,3,10,27,4,0
5913,1085,68,20,93870,0,0,27,66,1275,472,6,54,0,38,4,4,9,16,3,0
5914,977,52,19,73220,1,1,9,98,261,-2,51,83,0,16,0,0,10,68,8,0
5915,691,37,20,44531,1,1,1,23,20,-6,81,81,0,18,0,0,2,57,8,0
5916,969,29,16,51129,1,0,1,77,19,0,47,45,0,42,6,6,31,66,7,1
5917,1164,53,14,80214,0,1,21,17,885,222,16,66,5,24,4,1,20,54,8,0
5918,768,35,16,56693,1,1,6,37,148,-38,82,63,3,28,2,4,3,38,6,0
5919,955,69,17,95951,0,0,34,81,1727,886,1,34,3,54,8,2,5,14,3,0
5920,1052,50,19,71874,0,1,20,41,841,130,29,92,0,7,0,1,10,54,8,0
5921,577,70,17,95477,0,0,21,67,891,371,2,45,12,31,8,4,10,9,1,1
5922,971,68,14,110893,0,0,32,55,1596,572,1,18,36,16,13,17,31,7,1,0
5923,743,52,15,67560,0,1,3,90,52,4,41,72,2,21,3,2,3,64,5,0
5924,1158,73,19,96211,0,0,28,62,1342,473,3,24,4,67,2,3,4,13,2,0
5925,975,51,15,84145,0,1,22,27,952,358,19,82,4,13,0,1,11,51,7,0
5926,604,34,18,36816,1,0,3,50,43,1,48,67,3,28,2,0,26,58,6,0
5927,1171,23,17,35164,1,0,8,56,220,-7,57,22,30,35,11,1,25,67,9,0
5928,995,48,20,51368,0,1,8,97,217,36,32,88,1,9,1,1,5,52,6,0
5929,893,25,14,43346,1,0,3,35,66,-6,69,25,14,23,13,24,42,53,7,0
5930,881,50,17,81714,0,1,14,34,488,169,15,73,0,22,3,2,24,48,5,0
5931,821,32,18,54230,1,0,6,5,151,0,50,68,1,29,1,1,17,69,8,1
5932,763,69,17,92232,0,0,28,36,1345,667,3,35,7,56,2,0,2,15,2,0
5933,625,53,19,79877,0,1,12,19,387,76,33,80,1,18,1,0,10,54,5,0
5934,712,69,18,93174,0,0,28,84,1337,542,5,44,1,49,5,1,0,7,1,0
5935,689,62,17,80197,0,1,5,59,122,31,23,56,4,20,19,1,5,24,2,0
5936,899,26,16,39325,1,1,4,76,60,-24,85,60,3,19,7,11,13,42,5,0
5937,1109,41,17,53038,1,1,10,82,298,-40,72,62,2,33,2,2,12,54,7,0
5938,1009,61,19,100377,1,1,22,26,952,0,50,77,1,19,1,2,7,28,4,0
5939,1226,60,19,98980,0,1,18,34,720,279,10,51,3,38,5,3,8,26,3,0
5940,948,73,17,108796,0,0,44,76,2345,1110,1,21,9,59,4,7,6,23,5,1
5941,1219,61,16,109956,0,1,31,57,1542,463,5,33,31,22,7,7,8,24,3,0
5942,870,35,15,70460,1,0,20,7,835,238,13,46,3,35,12,5,76,42,6,1
5943,1039,42,15,61077,1,0,13,13,438,66,38,33,27,26,2,12,3,36,4,0
5944,599,22,16,46317,1,0,2,51,19,-2,70,16,15,54,11,3,15,68,6,0
5945,1119,36,20,56819,0,1,2,99,42,-2,57,64,4,19,12,1,3,40,5,0
5946,1181,69,15,94837,1,0,32,80,1597,748,10,60,10,28,1,0,2,38,7,0
5947,1210,21,15,24420,0,0,7,7,185,12,37,16,9,29,14,32,54,49,7,0
5948,603,39,17,72331,1,1,8,37,218,-3,52,55,1,33,9,3,42,50,6,1
5949,650,32,19,58951,1,0,1,42,19,4,17,45,11,35,1,8,14,58,4,0
5950,851,51,18,76259,0,1,17,96,655,180,14,79,3,16,2,0,4,56,8,0
5951,1022,31,16,45314,1,0,2,43,41,-1,56,40,7,46,3,4,13,50,7,0
5952,1171,44,16,66026,0,0,14,72,491,145,11,55,11,28,4,3,8,35,6,0
5953,1234,73,16,106826,0,0,42,58,2225,1230,1,40,2,48,3,7,6,13,3,1
5954,762,50,17,61531,0,1,11,36,339,5,48,75,2,21,1,0,8,49,5,0
5955,723,63,19,88794,0,1,13,4,431,108,9,45,4,36,6,10,2,26,2,0
5956,803,35,18,57627,1,1,1,151,19,-6,82,56,3,36,3,2,44,62,8,1
5957,1217,19,13,18298,1,0,2,43,32,-3,66,8,23,17,4,48,85,79,9,1
5958,1046,47,14,66866,0,1,16,53,590,90,36,59,6,30,0,5,7,41,6,0
5959,1230,29,15,38502,1,0,10,65,296,-18,59,41,15,22,15,7,28,50,8,0
5960,562,61,18,82751,0,0,16,75,590,266,4,55,11,17,15,2,6,20,1,0
5961,651,48,17,68408,0,1,13,28,433,35,39,83,2,13,1,1,6,57,7,0
5962,784,43,14,72919,1,1,7,76,180,19,39,62,9,21,3,5,10,39,3,0
5963,640,72,20,101153,0,0,26,73,1208,708,2,40,0,49,10,0,1,10,1,0
5964,952,37,19,44454,0,0,7,39,184,32,28,42,5,28,12,13,8,28,5,0
5965,673,27,20,28397,1,0,3,97,36,2,41,50,1,47,0,2,22,73,8,1
5966,986,55,17,84271,0,1,17,51,661,111,22,55,7,26,1,11,5,40,5,0
5967,611,66,15,119143,0,1,36,2,1850,712,1,29,17,41,13,0,25,44,6,0
5968,1243,34,17,52228,1,0,13,50,436,21,43,52,8,31,2,7,4,58,9,0
5969,867,19,13,34106,0,0,8,70,223,31,22,18,7,44,15,15,13,69,9,0
5970,605,33,18,45687,1,0,2,82,22,0,49,17,27,31,17,8,14,61,5,0
5971,853,26,19,21691,1,0,4,75,45,-6,69,43,7,42,5,3,1,63,8,0
5972,983,78,18,109124,0,0,34,13,1733,919,2,45,5,31,15,4,8,15,3,0
